node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NEFL	PVALB	4451641	4432927	9606.ENSP00000482169	9606.ENSP00000216200	0	0	0	0	0.203	0	0	0.304	0.422
PAX3	DACH2	4445987	4444115	9606.ENSP00000375921	9606.ENSP00000362217	0	0	0	0	0	0.150	0	0.348	0.422
MAG	CHL1	4445997	4434493	9606.ENSP00000376048	9606.ENSP00000256509	0	0	0	0.548	0.223	0	0	0.584	0.422
TMEM81	CABLES1	4442827	4434517	9606.ENSP00000356135	9606.ENSP00000256925	0	0	0	0	0	0	0	0.423	0.422
CD163	LGALS3	4442211	4434352	9606.ENSP00000352071	9606.ENSP00000254301	0	0	0	0	0	0	0	0.422	0.422
ACTN1	TAGLN3	4446270	4446203	9606.ENSP00000377941	9606.ENSP00000377494	0	0	0	0	0.062	0.131	0	0.348	0.422
MUC1	KRT17	4451890	4438413	9606.ENSP00000484824	9606.ENSP00000308452	0	0	0	0	0.112	0	0	0.376	0.422
MGAM	MT1G	4450229	4447689	9606.ENSP00000447378	9606.ENSP00000391397	0	0	0	0	0.061	0	0	0.410	0.422
SDC4	ADAMTS3	4444011	4436687	9606.ENSP00000361818	9606.ENSP00000286657	0	0	0	0	0	0	0	0.423	0.422
TXNRD1	ARHGDIB	4449713	4433442	9606.ENSP00000434516	9606.ENSP00000228945	0	0	0	0	0	0	0	0.422	0.422
GRIA1	GABRA5	4449480	4440689	9606.ENSP00000428994	9606.ENSP00000335592	0	0	0	0	0.159	0	0	0.341	0.422
GABRD	CAMK4	4445082	4436485	9606.ENSP00000367848	9606.ENSP00000282356	0	0	0	0	0.107	0	0	0.379	0.422
NTNG1	NTN4	4443452	4441104	9606.ENSP00000359085	9606.ENSP00000340998	0	0	0	0.683	0.157	0.195	0	0.595	0.422
NPNT	ITGB2	4447597	4446737	9606.ENSP00000389252	9606.ENSP00000380948	0	0	0	0	0	0.050	0.360	0.126	0.422
LYZ	HBA2	4434847	4434183	9606.ENSP00000261267	9606.ENSP00000251595	0	0	0	0	0.139	0	0	0.357	0.422
SUFU	GSK3A	4443420	4433221	9606.ENSP00000358918	9606.ENSP00000222330	0	0	0	0	0.060	0.183	0	0.308	0.422
PALM2	MIP	4439634	4434591	9606.ENSP00000323805	9606.ENSP00000257979	0	0	0	0	0	0	0	0.423	0.422
PPP3CA	CALB1	4446333	4435604	9606.ENSP00000378323	9606.ENSP00000265431	0	0	0	0	0.061	0.333	0	0.149	0.421
CHRM1	GABRG1	4438226	4437152	9606.ENSP00000306490	9606.ENSP00000295452	0	0	0	0	0.378	0	0	0.106	0.421
EOMES	ENSG00000258947	4447558	4439351	9606.ENSP00000388620	9606.ENSP00000320295	0	0	0	0	0.061	0.050	0	0.403	0.421
EPHB6	ZBTB18	4451629	4442156	9606.ENSP00000481994	9606.ENSP00000351539	0	0	0	0	0.084	0.080	0	0.368	0.421
PNMA2	ELAVL4	4449500	4441947	9606.ENSP00000429344	9606.ENSP00000349594	0	0	0	0	0.171	0	0	0.330	0.421
COL11A1	FBLN1	4443457	4440269	9606.ENSP00000359114	9606.ENSP00000331544	0	0	0	0	0.117	0.063	0	0.356	0.421
TLE2	ATP1A2	4450814	4442474	9606.ENSP00000466542	9606.ENSP00000354490	0	0	0	0	0.076	0	0	0.400	0.421
CCNJL	E2F1	4446211	4441534	9606.ENSP00000377547	9606.ENSP00000345571	0	0	0	0	0.129	0.261	0	0.173	0.421
FCGR1B	CSF1R	4443305	4436666	9606.ENSP00000358391	9606.ENSP00000286301	0	0	0	0	0.370	0	0	0.118	0.421
HMGA1	KITLG	4448092	4433405	9606.ENSP00000399888	9606.ENSP00000228280	0	0	0	0	0	0	0	0.421	0.421
OTX2	CALB2	4441368	4438327	9606.ENSP00000343819	9606.ENSP00000307508	0	0	0	0	0.063	0	0	0.408	0.421
HSPB8	SLC32A1	4436455	4433019	9606.ENSP00000281938	9606.ENSP00000217420	0	0	0	0	0.074	0	0	0.401	0.421
ZNF384	COL11A2	4446595	4444442	9606.ENSP00000380019	9606.ENSP00000363840	0	0	0	0	0	0	0	0.421	0.421
HECW1	ARRDC2	4446472	4433213	9606.ENSP00000379228	9606.ENSP00000222250	0	0	0	0	0.062	0.314	0	0.173	0.421
MPPED1	SLC32A1	4447539	4433019	9606.ENSP00000388137	9606.ENSP00000217420	0	0	0	0	0.411	0	0	0.057	0.421
ATP2A3	SLC8A2	4442318	4433669	9606.ENSP00000353072	9606.ENSP00000236877	0	0	0	0	0.064	0.191	0	0.297	0.421
NEFL	SLC32A1	4451641	4433019	9606.ENSP00000482169	9606.ENSP00000217420	0	0	0	0	0.349	0	0	0.146	0.421
THBS1	SERPINF1	4434771	4434379	9606.ENSP00000260356	9606.ENSP00000254722	0	0	0	0	0.063	0	0	0.408	0.421
DLGAP2	PTPRZ1	4448114	4446145	9606.ENSP00000400258	9606.ENSP00000377047	0	0	0	0	0.140	0.050	0	0.349	0.421
GPR135	GPR75	4446373	4446309	9606.ENSP00000378548	9606.ENSP00000378195	0	0	0	0	0.076	0	0	0.400	0.421
EMX2	CUX2	4450334	4434935	9606.ENSP00000450962	9606.ENSP00000261726	0	0	0	0	0	0.058	0	0.410	0.421
ADAM12	E2F1	4443148	4441534	9606.ENSP00000357668	9606.ENSP00000345571	0	0	0	0	0	0	0	0.421	0.421
SOX10	ENSG00000258947	4446610	4439351	9606.ENSP00000380093	9606.ENSP00000320295	0	0	0	0	0.062	0	0	0.408	0.421
MLLT11	FZD7	4443228	4436663	9606.ENSP00000357917	9606.ENSP00000286201	0	0	0	0	0	0	0	0.421	0.421
CIRBP	ICAM1	4450826	4435501	9606.ENSP00000466897	9606.ENSP00000264832	0	0	0	0	0	0	0	0.421	0.421
EPHA5	ADAMTS3	4451522	4436687	9606.ENSP00000480763	9606.ENSP00000286657	0	0	0	0	0.074	0.076	0	0.377	0.421
GPR176	C9orf135	4450416	4444849	9606.ENSP00000453076	9606.ENSP00000366402	0	0	0	0	0	0	0	0.420	0.420
PRKCB	KIT	4438120	4436763	9606.ENSP00000305355	9606.ENSP00000288135	0	0	0	0.548	0.062	0.379	0	0.137	0.420
BAK1	KITLG	4444397	4433405	9606.ENSP00000363591	9606.ENSP00000228280	0	0	0	0	0	0	0	0.421	0.420
FOXP3	IL1RL1	4444690	4433610	9606.ENSP00000365380	9606.ENSP00000233954	0	0	0	0	0	0	0	0.421	0.420
HOPX	FOXJ1	4450314	4439645	9606.ENSP00000450527	9606.ENSP00000323880	0	0	0	0	0	0.124	0	0.366	0.420
RAPGEF4	VIP	4446635	4442841	9606.ENSP00000380271	9606.ENSP00000356213	0	0	0	0	0.140	0	0	0.354	0.420
MAPK8IP2	CACNG3	4440194	4432560	9606.ENSP00000330572	9606.ENSP00000005284	0	0	0	0	0.231	0	0	0.277	0.420
SRC	BCAR3	4444215	4443487	9606.ENSP00000362680	9606.ENSP00000359264	0	0	0	0	0	0	0	0.420	0.420
GNG2	CUX2	4440566	4434935	9606.ENSP00000334448	9606.ENSP00000261726	0	0	0	0	0	0	0	0.420	0.420
PTPRZ1	MOG	4446145	4444794	9606.ENSP00000377047	9606.ENSP00000366095	0	0	0	0	0.117	0	0	0.370	0.420
MUC1	SPP1	4451890	4446370	9606.ENSP00000484824	9606.ENSP00000378517	0	0	0	0	0	0	0	0.420	0.420
POX2	BBOX1	4441945	4435209	9606.ENSP00000349577	9606.ENSP00000263182	0	0	0	0	0.063	0.262	0	0.229	0.420
IL1R1	CASP8	4447368	4442125	9606.ENSP00000386380	9606.ENSP00000351273	0	0	0	0	0.061	0	0	0.407	0.420
GABRA1	SV2B	4447776	4446244	9606.ENSP00000393097	9606.ENSP00000377779	0	0	0	0	0.351	0	0	0.143	0.420
GREM1	POLE	4451289	4439536	9606.ENSP00000478319	9606.ENSP00000322570	0	0	0	0	0	0	0	0.421	0.420
MATN3	ADAMTS3	4447047	4436687	9606.ENSP00000383894	9606.ENSP00000286657	0	0	0	0	0.076	0	0	0.399	0.420
IGFBP4	FGF6	4435901	4433431	9606.ENSP00000269593	9606.ENSP00000228837	0	0	0	0	0	0	0	0.421	0.420
NEGR1	TMCO5A	4442041	4439907	9606.ENSP00000350364	9606.ENSP00000327234	0	0	0	0	0	0	0	0.421	0.420
SLC14A1	ACKR1	4447665	4443040	9606.ENSP00000390637	9606.ENSP00000357103	0	0	0	0	0	0	0	0.421	0.420
IFITM3	NAMPT	4446948	4433236	9606.ENSP00000382707	9606.ENSP00000222553	0	0	0	0	0	0.320	0	0.183	0.420
AFF2	GJB6	4443539	4441840	9606.ENSP00000359489	9606.ENSP00000348521	0	0	0	0	0	0	0	0.420	0.420
CFH	B3GALTL	4442881	4441300	9606.ENSP00000356399	9606.ENSP00000343002	0	0	0	0	0	0	0	0.421	0.420
BMP7	OTX2	4446466	4441368	9606.ENSP00000379204	9606.ENSP00000343819	0	0	0	0	0.070	0	0	0.402	0.420
CXCL14	CX3CL1	4440759	4432567	9606.ENSP00000337065	9606.ENSP00000006053	0	0	0	0	0.081	0	0	0.394	0.420
ANXA4	ANXA3	4446258	4435512	9606.ENSP00000377833	9606.ENSP00000264908	0	0	0	0.948	0.064	0.387	0	0.633	0.420
CEBPB	CCL2	4438125	4433339	9606.ENSP00000305422	9606.ENSP00000225831	0	0	0	0	0.076	0	0	0.398	0.420
PRKCB	GABRB2	4438120	4436144	9606.ENSP00000305355	9606.ENSP00000274547	0	0	0	0	0.096	0.379	0	0.050	0.420
MUC1	CHGA	4451890	4432969	9606.ENSP00000484824	9606.ENSP00000216492	0	0	0	0	0	0	0	0.420	0.420
LPL	CSF1R	4438536	4436666	9606.ENSP00000309757	9606.ENSP00000286301	0	0	0	0	0.076	0	0	0.399	0.420
BMP7	CXCL12	4446466	4446453	9606.ENSP00000379204	9606.ENSP00000379140	0	0	0	0	0	0	0	0.420	0.420
NPL	EMP1	4434617	4434519	9606.ENSP00000258317	9606.ENSP00000256951	0	0	0	0	0	0	0	0.421	0.420
SYNPR	CHGA	4449001	4432969	9606.ENSP00000418994	9606.ENSP00000216492	0	0	0	0	0.362	0	0	0.127	0.420
SLC24A4	KITLG	4449605	4433405	9606.ENSP00000431840	9606.ENSP00000228280	0	0	0	0	0	0	0	0.421	0.420
F3	ATP4A	4440531	4435113	9606.ENSP00000334145	9606.ENSP00000262623	0	0	0	0	0	0	0	0.421	0.420
GAD2	ETNPPL	4444701	4437289	9606.ENSP00000365437	9606.ENSP00000296486	0.069	0.016	0	0	0.285	0.131	0	0.116	0.420
GABRA1	SYP	4447776	4435219	9606.ENSP00000393097	9606.ENSP00000263233	0	0	0	0	0.348	0	0	0.147	0.420
GPSM1	FRMPD4	4447769	4445436	9606.ENSP00000392828	9606.ENSP00000370057	0	0	0	0	0.070	0.261	0	0.224	0.420
SLC16A10	TTR	4443207	4433675	9606.ENSP00000357844	9606.ENSP00000237014	0	0	0	0	0.061	0	0	0.408	0.420
MUC1	CHD7	4451890	4447723	9606.ENSP00000484824	9606.ENSP00000392028	0	0	0	0	0	0	0	0.421	0.420
CXCL8	FLT3	4438229	4433801	9606.ENSP00000306512	9606.ENSP00000241453	0	0	0	0	0	0	0	0.421	0.420
TGFB2	CCL2	4442765	4433339	9606.ENSP00000355896	9606.ENSP00000225831	0	0	0	0	0.077	0	0	0.398	0.420
CFAP46	HS3ST4	4443127	4440197	9606.ENSP00000357575	9606.ENSP00000330606	0	0	0	0	0.062	0	0	0.408	0.420
GREM1	SFRP1	4451289	4433131	9606.ENSP00000478319	9606.ENSP00000220772	0	0	0	0	0	0	0	0.421	0.420
SREBF1	SLC27A4	4441794	4437670	9606.ENSP00000348069	9606.ENSP00000300456	0	0	0	0	0.076	0	0	0.397	0.419
SDPR	ALDH1A1	4438150	4437436	9606.ENSP00000305675	9606.ENSP00000297785	0	0	0	0	0.109	0	0	0.375	0.419
SRC	FCER1G	4444215	4436828	9606.ENSP00000362680	9606.ENSP00000289902	0	0	0	0	0.051	0.128	0	0.355	0.419
FGF13	FOS	4439521	4438204	9606.ENSP00000322390	9606.ENSP00000306245	0	0	0	0	0	0	0	0.419	0.419
EPHA5	YBX3	4451522	4433404	9606.ENSP00000480763	9606.ENSP00000228251	0	0	0	0	0	0.085	0	0.391	0.419
EPHA5	SLIT2	4451522	4449223	9606.ENSP00000480763	9606.ENSP00000422591	0	0	0	0	0.108	0.123	0	0.316	0.419
KCNT1	KCNS2	4443809	4436706	9606.ENSP00000360822	9606.ENSP00000287042	0	0	0	0	0.156	0	0	0.339	0.419
RASGRF1	NAP1L5	4448384	4439368	9606.ENSP00000405963	9606.ENSP00000320488	0	0	0	0	0.110	0	0	0.374	0.419
MGST1	NQO1	4446521	4439310	9606.ENSP00000379512	9606.ENSP00000319788	0	0	0	0	0.088	0	0	0.390	0.419
PAX6	SYT2	4448302	4442848	9606.ENSP00000404100	9606.ENSP00000356236	0	0	0	0	0.062	0	0	0.406	0.419
EMX2	SATB2	4450334	4448158	9606.ENSP00000450962	9606.ENSP00000401112	0	0	0	0	0.061	0	0	0.407	0.419
PACSIN1	CPLX1	4451827	4438141	9606.ENSP00000484060	9606.ENSP00000305613	0	0	0	0	0.365	0	0	0.122	0.419
KLF4	KITLG	4444433	4433405	9606.ENSP00000363804	9606.ENSP00000228280	0	0	0	0	0	0	0	0.419	0.419
MYH11	MKL2	4446531	4440921	9606.ENSP00000379616	9606.ENSP00000339086	0	0	0	0	0	0	0	0.419	0.419
CFH	CXCL8	4442881	4438229	9606.ENSP00000356399	9606.ENSP00000306512	0	0	0	0	0.076	0	0	0.398	0.419
MOBP	MAL	4438771	4438642	9606.ENSP00000312293	9606.ENSP00000310880	0	0	0	0	0.214	0	0	0.290	0.419
SPAG6	PACRG	4444756	4440832	9606.ENSP00000365811	9606.ENSP00000337946	0	0	0	0	0.088	0	0	0.390	0.419
GBP2	WARS	4443541	4441726	9606.ENSP00000359497	9606.ENSP00000347495	0	0	0	0	0.130	0	0	0.359	0.419
GAD2	CARTPT	4444701	4437334	9606.ENSP00000365437	9606.ENSP00000296777	0	0	0	0	0.327	0	0	0.171	0.419
SRC	APOE	4444215	4434227	9606.ENSP00000362680	9606.ENSP00000252486	0	0	0	0	0	0	0	0.419	0.419
SCG2	CARTPT	4438023	4437334	9606.ENSP00000304133	9606.ENSP00000296777	0	0	0	0	0.174	0	0	0.326	0.419
FOS	HSPB1	4438204	4434059	9606.ENSP00000306245	9606.ENSP00000248553	0	0	0	0	0.061	0	0	0.406	0.419
RIT2	SNAP25	4439475	4434401	9606.ENSP00000321805	9606.ENSP00000254976	0	0	0	0	0.349	0.062	0	0.124	0.419
DLGAP2	GABRA4	4448114	4435414	9606.ENSP00000400258	9606.ENSP00000264318	0	0	0	0	0.189	0	0	0.313	0.419
PLEC	EXPH5	4439640	4435653	9606.ENSP00000323856	9606.ENSP00000265843	0	0	0	0	0	0	0	0.419	0.419
GLDN	TNFAIP8L3	4440648	4439971	9606.ENSP00000335196	9606.ENSP00000328016	0	0	0	0	0	0	0	0.419	0.419
TF	CA2	4447279	4436628	9606.ENSP00000385834	9606.ENSP00000285379	0	0	0	0	0.061	0	0	0.406	0.419
SYP	ATP4A	4435219	4435113	9606.ENSP00000263233	9606.ENSP00000262623	0	0	0	0	0.086	0	0	0.390	0.419
SYNPR	CBLN2	4449001	4435896	9606.ENSP00000418994	9606.ENSP00000269503	0	0	0	0	0.314	0	0	0.188	0.419
SOX10	EGR3	4446610	4439170	9606.ENSP00000380093	9606.ENSP00000318057	0	0	0	0	0.060	0.125	0	0.351	0.419
FUT2	KCNT1	4447509	4443809	9606.ENSP00000387498	9606.ENSP00000360822	0	0	0	0	0	0	0	0.419	0.419
TTYH1	PLA2G7	4444743	4436162	9606.ENSP00000365714	9606.ENSP00000274793	0	0	0	0	0.060	0	0	0.407	0.419
SCGN	TTR	4444978	4433675	9606.ENSP00000367197	9606.ENSP00000237014	0	0	0	0	0.396	0	0	0.079	0.419
FOS	IER3	4438204	4434731	9606.ENSP00000306245	9606.ENSP00000259874	0	0	0	0	0.064	0	0	0.404	0.418
ADAM12	COL6A3	4443148	4437161	9606.ENSP00000357668	9606.ENSP00000295550	0	0	0	0	0.161	0	0	0.334	0.418
MGAM	SRC	4450229	4444215	9606.ENSP00000447378	9606.ENSP00000362680	0	0	0	0	0	0.063	0	0.405	0.418
GABRA2	GJB6	4449188	4441840	9606.ENSP00000421828	9606.ENSP00000348521	0	0	0	0	0.097	0	0	0.382	0.418
PTPRC	CD55	4448605	4442798	9606.ENSP00000411355	9606.ENSP00000356030	0	0	0	0	0	0	0	0.418	0.418
FOXP3	LGALS3	4444690	4434352	9606.ENSP00000365380	9606.ENSP00000254301	0	0	0	0	0	0	0	0.419	0.418
SORD	SERPINF1	4435781	4434379	9606.ENSP00000267814	9606.ENSP00000254722	0.044	0	0	0	0.044	0	0	0.415	0.418
SST	NPL	4436733	4434617	9606.ENSP00000287641	9606.ENSP00000258317	0	0	0	0	0	0	0	0.418	0.418
LRRC6	MEGF11	4451870	4447444	9606.ENSP00000484634	9606.ENSP00000386908	0	0	0	0	0	0	0	0.418	0.418
PLA2G7	CCL2	4436162	4433339	9606.ENSP00000274793	9606.ENSP00000225831	0	0	0	0	0	0	0	0.419	0.418
PDE1A	DNAJB1	4448547	4434353	9606.ENSP00000410309	9606.ENSP00000254322	0	0	0	0	0.061	0	0	0.406	0.418
PAX6	ALDH1A3	4448302	4440342	9606.ENSP00000404100	9606.ENSP00000332256	0	0	0	0	0	0	0	0.418	0.418
FOXE3	MIP	4440571	4434591	9606.ENSP00000334472	9606.ENSP00000257979	0	0	0	0	0	0	0	0.418	0.418
ACSL5	CYP26B1	4441828	4432547	9606.ENSP00000348429	9606.ENSP00000001146	0	0	0	0	0.129	0.081	0	0.332	0.418
UNC5D	CUX2	4447209	4434935	9606.ENSP00000385143	9606.ENSP00000261726	0	0	0	0	0.091	0	0	0.386	0.418
PTPN20A	CRTAM	4444373	4433386	9606.ENSP00000363459	9606.ENSP00000227348	0	0	0	0	0.085	0	0	0.390	0.418
GAMT	PRMT8	4448277	4445708	9606.ENSP00000403536	9606.ENSP00000372067	0	0	0	0	0.142	0	0	0.350	0.418
FAM46C	FGFR3	4443317	4440994	9606.ENSP00000358458	9606.ENSP00000339824	0	0	0	0	0	0	0	0.419	0.418
GABRA1	VSNL1	4447776	4447156	9606.ENSP00000393097	9606.ENSP00000384719	0	0	0	0	0.348	0	0	0.144	0.418
MUC1	ST6GALNAC5	4451890	4448912	9606.ENSP00000484824	9606.ENSP00000417583	0	0	0	0	0	0	0	0.419	0.418
PTPN13	MAPK14	4447867	4433482	9606.ENSP00000394794	9606.ENSP00000229795	0	0	0	0	0.062	0.260	0	0.229	0.418
LIMA1	RC3H1	4446350	4442940	9606.ENSP00000378400	9606.ENSP00000356669	0	0	0	0	0	0	0	0.418	0.418
IL33	IL1R2	4445550	4440220	9606.ENSP00000370842	9606.ENSP00000330959	0	0	0	0	0	0	0	0.419	0.418
NRXN3	LRRC4C	4450365	4436275	9606.ENSP00000451648	9606.ENSP00000278198	0	0	0	0	0.144	0	0	0.348	0.418
CD55	THY1	4442798	4436571	9606.ENSP00000356030	9606.ENSP00000284240	0	0	0	0	0	0	0	0.419	0.418
SREBF1	PRKCB	4441794	4438120	9606.ENSP00000348069	9606.ENSP00000305355	0	0	0	0	0	0	0	0.418	0.418
TAGLN3	ELAVL4	4446203	4441947	9606.ENSP00000377494	9606.ENSP00000349594	0	0	0	0	0.348	0	0	0.144	0.418
SLCO1C1	NRGN	4450105	4436579	9606.ENSP00000444149	9606.ENSP00000284292	0	0	0	0	0.118	0	0	0.366	0.418
TMEM130	C1orf115	4448683	4437098	9606.ENSP00000413163	9606.ENSP00000294889	0	0	0	0	0	0	0	0.419	0.418
FANK1	ADAM12	4443152	4443148	9606.ENSP00000357682	9606.ENSP00000357668	0	0	0	0	0	0	0	0.419	0.418
ABCG1	CCL2	4442587	4433339	9606.ENSP00000354995	9606.ENSP00000225831	0	0	0	0	0	0	0	0.419	0.418
CASP8	MAP4K4	4442125	4441356	9606.ENSP00000351273	9606.ENSP00000343658	0	0	0	0	0	0.390	0	0.086	0.418
PTPRC	APOE	4448605	4434227	9606.ENSP00000411355	9606.ENSP00000252486	0	0	0	0	0	0	0	0.418	0.418
CLEC2L	MAG	4447667	4445997	9606.ENSP00000390661	9606.ENSP00000376048	0	0	0	0	0.363	0.123	0	0	0.418
SATB2	RORB	4448158	4444793	9606.ENSP00000401112	9606.ENSP00000366093	0	0	0	0	0.063	0	0	0.405	0.418
TAGLN3	YKT6	4446203	4433283	9606.ENSP00000377494	9606.ENSP00000223369	0	0	0	0	0	0.419	0	0	0.418
PTPRC	INSM2	4448605	4438231	9606.ENSP00000411355	9606.ENSP00000306523	0	0	0	0	0.049	0.126	0	0.357	0.418
CXCL8	ANGPTL4	4438229	4437761	9606.ENSP00000306512	9606.ENSP00000301455	0	0	0	0	0	0	0	0.418	0.418
RASGRF1	RIT2	4448384	4439475	9606.ENSP00000405963	9606.ENSP00000321805	0	0	0	0	0.201	0.266	0	0.085	0.417
RELN	SNAP25	4447749	4434401	9606.ENSP00000392423	9606.ENSP00000254976	0	0	0	0	0.194	0	0	0.306	0.417
LY6H	MAG	4448073	4445997	9606.ENSP00000399485	9606.ENSP00000376048	0	0	0	0	0.417	0	0	0	0.417
RAPGEF4	ARHGEF4	4446635	4439086	9606.ENSP00000380271	9606.ENSP00000316845	0	0	0	0	0.116	0	0	0.367	0.417
NRXN3	CLSTN2	4450365	4448233	9606.ENSP00000451648	9606.ENSP00000402460	0	0	0	0	0.136	0	0	0.352	0.417
BCAS1	MAGED2	4446481	4444497	9606.ENSP00000379290	9606.ENSP00000364209	0	0	0	0	0	0	0	0.417	0.417
CCK	GABRA6	4446515	4436143	9606.ENSP00000379472	9606.ENSP00000274545	0	0	0	0	0.380	0	0	0.098	0.417
MOBP	SYT1	4438771	4434836	9606.ENSP00000312293	9606.ENSP00000261205	0	0	0	0	0.198	0	0	0.303	0.417
CA2	HBA2	4436628	4434183	9606.ENSP00000285379	9606.ENSP00000251595	0	0	0	0	0.090	0	0	0.385	0.417
PAX6	ZIC3	4448302	4436728	9606.ENSP00000404100	9606.ENSP00000287538	0	0	0	0	0.064	0.058	0	0.392	0.417
SLC39A12	CHRM1	4444879	4438226	9606.ENSP00000366586	9606.ENSP00000306490	0	0	0	0	0.345	0	0	0.147	0.417
SYNPR	MPPED1	4449001	4447539	9606.ENSP00000418994	9606.ENSP00000388137	0	0	0	0	0.417	0	0	0	0.417
SLC27A4	CPT1A	4437670	4435626	9606.ENSP00000300456	9606.ENSP00000265641	0	0	0	0	0	0	0	0.417	0.417
SYNPO	NRGN	4446248	4436579	9606.ENSP00000377789	9606.ENSP00000284292	0	0	0	0	0.091	0	0	0.385	0.417
DMTN	MYRF	4449420	4436311	9606.ENSP00000427866	9606.ENSP00000278836	0	0	0	0	0.114	0	0	0.368	0.417
DGAT2	PDK4	4433402	4432556	9606.ENSP00000228027	9606.ENSP00000005178	0	0	0	0	0.173	0	0	0.325	0.417
TAF6	BAZ1B	4448098	4441256	9606.ENSP00000399982	9606.ENSP00000342434	0	0	0	0	0.204	0.261	0	0.089	0.417
SRC	CCNA1	4444215	4434435	9606.ENSP00000362680	9606.ENSP00000255465	0	0	0	0	0	0.348	0	0.143	0.417
MAP2K4	VASP	4448551	4433955	9606.ENSP00000410402	9606.ENSP00000245932	0	0	0	0	0.066	0.371	0	0.087	0.417
SPHKAP	MOBP	4445984	4438771	9606.ENSP00000375909	9606.ENSP00000312293	0	0	0	0	0.309	0	0	0.190	0.417
SIK1	DUSP1	4435928	4433734	9606.ENSP00000270162	9606.ENSP00000239223	0	0	0	0	0.193	0	0	0.306	0.417
HADH	SIRT6	4451107	4440776	9606.ENSP00000474560	9606.ENSP00000337332	0	0	0	0	0	0	0	0.416	0.416
SNAI2	OTX2	4446599	4441368	9606.ENSP00000380034	9606.ENSP00000343819	0	0	0	0	0	0	0	0.416	0.416
CAMK2A	SCGN	4446806	4444978	9606.ENSP00000381412	9606.ENSP00000367197	0	0	0	0	0.126	0.308	0	0.112	0.416
SOX10	DLX1	4446610	4442469	9606.ENSP00000380093	9606.ENSP00000354478	0	0	0	0	0.062	0.057	0	0.393	0.416
TMTC4	ENPP2	4441372	4434708	9606.ENSP00000343871	9606.ENSP00000259486	0	0	0	0	0	0	0	0.416	0.416
RAPGEF4	DLX1	4446635	4442469	9606.ENSP00000380271	9606.ENSP00000354478	0	0	0	0	0	0	0	0.416	0.416
DUOX1	CP	4439166	4435459	9606.ENSP00000317997	9606.ENSP00000264613	0	0	0	0	0.148	0.132	0	0.274	0.416
HADH	PSMB8	4451107	4444469	9606.ENSP00000474560	9606.ENSP00000364016	0	0	0	0	0	0.416	0	0	0.416
IL4R	IL1RL1	4446450	4433610	9606.ENSP00000379111	9606.ENSP00000233954	0	0	0	0	0	0	0	0.417	0.416
MAGEA6	NPAS4	4451513	4438663	9606.ENSP00000480637	9606.ENSP00000311196	0	0	0	0	0	0	0	0.416	0.416
INSM2	UCHL1	4438231	4436586	9606.ENSP00000306523	9606.ENSP00000284440	0	0	0	0	0.069	0	0	0.399	0.416
ATP1A2	SLC8A2	4442474	4433669	9606.ENSP00000354490	9606.ENSP00000236877	0	0	0	0	0.232	0.264	0	0.051	0.416
ID4	CEBPB	4445105	4438125	9606.ENSP00000367972	9606.ENSP00000305422	0	0	0	0	0	0	0	0.416	0.416
KIF3A	DGKB	4447275	4447271	9606.ENSP00000385808	9606.ENSP00000385780	0	0	0	0	0.106	0	0	0.374	0.416
FGFR3	SLC1A3	4440994	4435561	9606.ENSP00000339824	9606.ENSP00000265113	0	0	0	0	0.086	0	0	0.387	0.416
SLITRK4	NETO1	4450903	4438838	9606.ENSP00000469205	9606.ENSP00000313088	0	0	0	0	0.083	0	0	0.389	0.416
KIF2C	HHIP	4443901	4437307	9606.ENSP00000361298	9606.ENSP00000296575	0	0	0	0	0	0.085	0	0.388	0.416
MRPS6	ZHX2	4446909	4438948	9606.ENSP00000382250	9606.ENSP00000314709	0	0	0	0	0	0	0	0.416	0.416
NEFL	SNCB	4451641	4438384	9606.ENSP00000482169	9606.ENSP00000308057	0	0	0	0	0.375	0	0	0.104	0.416
CD44	FOS	4448037	4438204	9606.ENSP00000398632	9606.ENSP00000306245	0	0	0	0	0	0	0	0.416	0.416
SNAP25	CBLN1	4434401	4433067	9606.ENSP00000254976	9606.ENSP00000219197	0	0	0	0	0.377	0	0	0.102	0.416
IL1R1	MAPK14	4447368	4433482	9606.ENSP00000386380	9606.ENSP00000229795	0	0	0	0	0	0	0	0.417	0.416
CST3	PDE4D	4446810	4441530	9606.ENSP00000381448	9606.ENSP00000345502	0	0	0	0	0	0	0	0.416	0.416
RNF38	CLTA	4434712	4433816	9606.ENSP00000259605	9606.ENSP00000242285	0	0	0	0	0	0	0	0.416	0.416
SOHLH1	CHRM1	4448323	4438226	9606.ENSP00000404438	9606.ENSP00000306490	0	0	0	0	0.417	0	0	0	0.416
SRC	KCNA4	4444215	4440030	9606.ENSP00000362680	9606.ENSP00000328511	0	0	0	0	0.061	0.326	0	0.151	0.416
IL33	EPX	4445550	4433310	9606.ENSP00000370842	9606.ENSP00000225371	0	0	0	0	0	0	0	0.416	0.416
VIP	PER1	4442841	4438930	9606.ENSP00000356213	9606.ENSP00000314420	0	0	0	0	0	0	0	0.416	0.416
STOML1	KCNMA1	4450041	4436684	9606.ENSP00000442478	9606.ENSP00000286628	0	0	0	0	0.109	0	0	0.372	0.416
